lit_id,paper_id,batch,source_file,anchor,verbatim_quote,row_type,mechanism_type,testability,external_claim_numbers,status
a9fc5d94fd0fca7fd12621ecd99704506a0bb33ea4f3487fd98dd59a47ced850,A27,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:48,- **简介**：让 agent 自主为记忆条目抽取属性标注（关键词、实体、语义标签），以提升检索与组织质量。,简介,B派-管线抽取,,,
6c27cf48478cd130d91c802590e179ff10c27e27197c606d288682fcd3447c94,A27,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:49,- **落地**：`T1`。**实际用途**：schema keywords 字段 + 检索关键词命中 ×3 加权（含类型强转），代码层闭环。,落地,B派-管线抽取,Y,,
d4ad91d3daacb1d32608a59e87eb8f19929be57d9f35ece8829f6fd63e9f60c3,A20,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:54,- **简介**：轻量高效记忆增强生成：感官/短期/长期三级记忆，配合睡眠时（sleep-time）更新机制，在不牺牲性能的前提下压低记忆维护成本。,简介,E派-生物启发/遗忘/睡眠,,,
4a333e622fb41421b4153df91aa7f655f99fa51cdd4f1499b838ca16065b531f,A20,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:55,- **落地**：`T2-弱`。**实际用途**：随 L5 m-cron / L9 sleep-pipeline 内容体落地「睡眠时更新」纪律；三级记忆为概念对应，**无独立三级实现**（搭 A13 睡眠管线）。,落地,E派-生物启发/遗忘/睡眠,Y,,
a05bd25ca49568626dc87eb3aa118d9c738bf990f69ef27376b238ce8717ffc0,A6,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:59,- **简介**：给 LLM 装上长期记忆并引入艾宾浩斯遗忘曲线——记忆按使用证据与时间衰减，而非永久保留。,简介,E派-生物启发/遗忘/睡眠,,,
86dff4267bdbf252ea229aded42fa3a79c1db949a88aac38bedf1f00dc771636,A6,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:60,"- **落地**：`T1-弱`。**实际用途**：检索打分含 −0.1·age 天的**线性**时效衰减（非艾宾浩斯曲线）；`review_intervals[1,7,30]` 是登记参数（来源标注已由 A2 更正为 A6）；L8 锦标赛 SOP（按证据留档/淘汰变体）随 L8 交付。",落地,E派-生物启发/遗忘/睡眠,Y,,
4a9e3de18853b0d9e95e7b5c727329198b8e796e2a93ab0f3b18906d0080ff18,A10,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:64,- **简介**：受 Zettelkasten 启发的 agentic memory：记忆写成带原子事实与链接的结构化笔记，新笔记触发对旧笔记的演化（链接、增订），让记忆组织自生长。,简介,D派-认知架构/反思,,,
dacb57f965ee6cb86b36c22d8f5025286c6a98b72eade9e9725e17e6d4d5607c,A10,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:65,- **落地**：`T2`。**实际用途**：**L3 档位「演化版(A-MEM)」的命名文献**，m-evolve 演化 SOP 随 L3 交付（26 份内容体引用）；代码层无自动演化，演化动作由 harness 按 SOP 执行。（原表漏列，本次补入。）,落地,D派-认知架构/反思,Y,,
57431c08576ff9984857ce6f8ee1c225a048fcfe115e87bcaaa87ebf6ce52b5d,A8,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:71,- **简介**：受海马体索引理论启发：用知识图谱 + Personalized PageRank 做单跳/多跳检索，模拟新皮层-海马体协作的记忆索引。,简介,C派-图/联想检索,,,
91a598f0bbfbeaabdd20941106ebb4a358a0946e6b5d49772fdcf60a18d04afc,A8,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:72,- **落地**：`T1-弱`。**实际用途**：检索对条目 `[[links]]` 做**一跳扩散**（传播权重 0.5），是扩散激活的极简对应；**无知识图谱、无 Personalized PageRank**，不可等同。,落地,C派-图/联想检索,Y,,
822c65ea4f62097fdaaf84ec6e16883123be3680dbc24c334b3b9e195da90d31,A9,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:76,- **简介**：HippoRAG 升级：从检索工具升级为「非参数持续学习」框架，段落级深度整合 + PPR 扩散，让 RAG 具备持续学习语义。,简介,C派-图/联想检索,,,
5959eff92cf0ad33cc3f24893eb1dfecfe2aa9d9b98e4e329d2b4dcf27154e4e,A9,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:77,- **落地**：`T3`。**实际用途**：L6 雷达的升级触发器理论锚（m-tools 内容体提及）；段落级整合/PPR 未实现。,落地,C派-图/联想检索,N,,
75dd81652b0bd97a7650c2eb94f96234ee5fb860e6b8e84704c19aacb1c3bc28,A11,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:81,- **简介**：时序知识图谱 Graphiti：事实带双时态结构（发生时间与入库时间分离），事实失效打标记而非删除，修订史即资产。,简介,C派-图/联想检索,,,
d8a8609e0c5645a55127ec95b1aedcc4173d74ce534c21c43b633f0728c22d27,A11,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:82,- **落地**：`T1-部分`。**实际用途**：**已落地** validity.t_valid/t_invalid 双时态字段，失效条目不删除且不参与检索；**未落地** superseded-by 修订链（schema 无该字段，仅 absorb-md 迁移时降 importance=3）。,落地,C派-图/联想检索,Y,,
6bd8961f97b5178f8771056d2bcde52fb38ac1ad64c76e72f4c93de9946d8086,A15,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:86,- **简介**：多 agent 系统的三层层级记忆图（交互/查询/洞察），追踪跨 agent 的协作记忆。**本库判定不适用**（单人单 agent），挂多 agent 触发器。,简介,C派-图/联想检索,,,
a90e535d758b09d8b733130a5fc13c59f5aa2f1135ea21b1dfdfed1c4d9cb95e,A15,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:87,- **落地**：`T3`。**实际用途**：m-radar 雷达触发器（出现多 agent 场景时重评），声明诚实。,落地,C派-图/联想检索,N,,
399aff603bf2c6d1411156e78236cd2d9fdca833bded6bb85362a5151e7ce3a2,A17,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:91,- **简介**：RL 训练的长上下文处理策略：分段读取 + 固定长度记忆覆写（勿写「分页」），在超长文本任务中以固定记忆预算工作。**本库判定不适用**，挂长文触发器。,简介,F派-长上下文压缩,,,
018911eb48211e8ca99ffa98783694606055da555e1cb0e04de4606d250ab819,A17,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:92,- **落地**：`T3`。**实际用途**：长文任务触发器；REGISTRY note「勿写分页」纪律保留。,落地,F派-长上下文压缩,需权重访问,,
469c63621b502ad008f7fee8c9e7621ad466aae6be115586e95b180c43983905,A4,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:98,- **简介**：语言 agent 认知架构综述：把 agent 组织为记忆模块、决策模块与行动空间，区分内部/外部记忆与各类推理动作，是架构级地图。,简介,D派-认知架构/反思,,,
4bed6ac15390af031dfff51d037c137fc25c1f123573e4ed5729c0f1081df7f1,A4,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:99,- **落地**：`T3`。**实际用途**：模块划分与雷达分类学的架构参照（与 A7 并列），无实现义务。（原表漏列，本次补入。）,落地,D派-认知架构/反思,N,,
2ebd7feb0639b8420545a517a06fb68c9f7bf210dfd38e4acdad9f380e38bbf1,A2,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:103,- **简介**：25 个 agent 组成的虚拟小镇：记忆流 + 反思（累积观察超阈值时合成高层洞察）+ 规划，涌现出可信的社会行为。反思机制的原始出处。,简介,D派-认知架构/反思,,,
62d3d58224f48e3de628c750ae8478acce5d4a8e8514a200773c75d37b427705,A2,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:104,- **落地**：`T1`。**实际用途**：importance 累积 + 阈值 50 触发反思、reflect 素材打包、reflect-done 重置；检索三因子（recency=−0.1·age / importance / keyword+content relevance）代码层齐；反思合成本身在 harness 提示词（已声明 engineering adaptation）。,落地,D派-认知架构/反思,Y,,
60c08feca8547ba8f5f8f25e25c725f1b5364979cc81d3fb8a825a5661cc3d1f,A3,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:108,- **简介**：用「语言化自省」替代梯度更新：任务失败后 agent 生成文字反思存入情景记忆，下次重试时参考——口头强化学习。,简介,D派-认知架构/反思,,,
80134ad12fd77989aa3dfec61a229fb1b52e1bad3447330a709c49384d8e8c50,A3,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:109,- **落地**：`T2`。**实际用途**：experimental/auto-critic 自动批评家随 L7 交付；pitfall 强制根因分析；代码层无 critic 逻辑（提示词形态，符合设计）。,落地,D派-认知架构/反思,Y,,
bfb0543c8ac1f3141ae61b0f80cc39247da423d4bb7b4d5dfb3b87e210091438,A23,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:113,- **简介**：多个 LLM 实例对同一问题各自作答并互相批判修订，可显著提升事实性与推理质量；收益部分来自独立采样的去相关化。,简介,D派-认知架构/反思,,,
d01c06320cafe17fdad7f083d0718ef4fbc31ab89ff0c2e9a591ce61a3effc83,A23,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:114,- **落地**：`T2`。**实际用途**：experimental-l8/council 心智议会四席位随 L8 交付；**以单实例角色分饰替代多实例（已显式声明偏离）**。,落地,D派-认知架构/反思,Y,,
ae81eff45f9a403b1908ea99697f0e53cede28c3b04b3f514c52c349ff6f22ab,A5,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:118,- **简介**：Minecraft 开放端 agent：技能库 = 可执行代码 + 自然语言描述，自动课程逐步探索，失败代码可回炉。,简介,D派-认知架构/反思,,,
e2a8560487be08bfbf5f4c083159ec2490895429eafb92059781bdd62438605d,A5,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:119,- **落地**：`T3`（概念参照，**未落地**）。**实际用途**：skills/ 目前仅 wrap-up.md / task-start.md 两个流程提示词，**不是「可执行+描述+复用」的技能库**；列为后续方向。,落地,D派-认知架构/反思,N,,
57a77a6358bb54dd93cd5938b620a78340dc63f5fe748269efbf08c4ad204e5c,A21,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:125,- **简介**：通过重写自身代码实现开放式自我改进的 agent，SWE-bench 解决率 20%→50%、Polyglot 14.2%→30.7%。核心安全设计：修改变体档案化、每次修改过实证基准、沙箱与人类监督、被否决变体永久归档（垫脚石）。**Appendix F 记录了亲身事故**：agent 在 Node 114 删除标记工具使用的特殊 token、绕过幻觉检测刷分（objectiv,简介,自进化/自指,,20%→50%；14.2%→30.7%,
99915e8e4bbae748c0d5b747b15cd2d4cb65048c96ff1eb54b60e449e044235c,A21,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:126,- **落地**：`T1`（最完整）。**实际用途**：基准黑名单 BASELINE_BLACKLIST、guard 三模式、L8 宪章、SOP 判据不可见注入、L8 人类令牌门、anchor 快照；L8 内容体全交付。,落地,自进化/自指,Y,,
35330ee08fa33265b1cdd2ab152a6e2941a4f82df37392e75165fed67211584c,A22,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:130,- **简介**：自进化 agent 综述：按 What（进化什么）、When（何时进化）、How（如何进化）给出分类学，覆盖工具、架构与记忆的进化。,简介,自进化/自指,,,
1d124f66f6a378f24715f4ea780d84791a240886ad7473c5fb39bc4bc247b2f8,A22,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:131,- **落地**：`T3`。**实际用途**：L8 缺口定位（工具与架构列）的分类学参照。,落地,自进化/自指,N,,
f0c5b01fbcae79243763bfeb5735f15c2cea07669ed0d92dc958fd410317d110,A19,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:135,- **简介**：用强化学习训练记忆管理器，对记忆条目执行 ADD / UPDATE / DELETE / NOOP 四操作，让「管理记忆」本身成为可学习行为。,简介,B派-管线抽取,,,
a3f8d98cd45004aff4f441d86b0a2b1bedafa1f5969a64a4f963e2baf26dfef9,A19,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:136,- **落地**：`T1-部分`。**实际操作对照**：**ADD** = engine append（已落地）；**UPDATE** 无自动操作，走人工裁决换 id；**DELETE** 按铁律 1 不存在（retire 是移至 attic 而非删除）；**NOOP 未实现**。,落地,B派-管线抽取,需权重访问,,
21adf4cf2a949b778c1e3310b2aae179e3073c85d62b643e952d7a84f4aa78f1,A13,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:140,- **简介**：把与当前查询无关的计算挪到空闲期（睡眠时）预计算，用离线算力换查询时性能——推理规模化的另一条轴。,简介,E派-生物启发/遗忘/睡眠,,,
003cee1923eec146a60c795020838c480fae7194d632b3ee10150a0d284cf4fa,A13,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:141,- **落地**：`T2`。**实际用途**：L5 m-cron（m-sleep）月度整理与 L9 sleep-pipeline 固化管线内容体；调度依赖外部 cron/harness（代码层无内置调度器，形态诚实）。,落地,E派-生物启发/遗忘/睡眠,Y,,
585b9dd2d821cdf40cfa3bd4222d8232913da060c3e07d29eb03ac977ef9d16f,A29,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:148,- **简介**：互补学习系统（CLS）理论：海马体快速一次性学习具体情景，新皮层慢速学习统计规律，二者协作构成记忆系统骨架。,简介,认知科学经典,,,
0656aa3c9522d2ce39df0f518ad0bbc240e6cb0eb105212cdd16ac9758522d60,A29,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:149,- **落地**：`T2`（补丁后随 L9 交付）。**实际用途**：experimental-l9/dual-memory 内容体——trajectories 快层一次成型只追加、pitfalls/patterns/reflections 慢层只由 wrap-up 与睡眠管线写入；引擎层对应为目录分工。,落地,认知科学经典,Y,,
bb4cf6f7c887c2fa6f899c293afa8b5660c7cb8bb488100f57f52d3be180d5be,A30,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:154,- **简介**：全局工作空间理论（GWT）：认知信息整合通过一个容量极小、全系统可访问的工作空间完成，各专用模块竞争写入。,简介,认知科学经典,,,
baf5c7a21ddf4169ad9439ddc2b147d18c548be1ec60d668473949a7cfad8c66,A30,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:155,- **落地**：`T2`。**实际用途**：experimental-l9/gwt 内容体随 L9 交付——task-start 显式仲裁，LLM 上下文窗口即现成全局工作空间。,落地,认知科学经典,Y,,
4367747a2bfa4516d7896f14c5a145996c74fe77033cf07dd7eb21ef56b7a828,A31,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:160,- **简介**：躯体标记假说：情绪是压缩的价值缓存，为决策提供快速偏置——没有情绪标记的纯理性决策反而失效。,简介,认知科学经典,,,
e4a4b99cfd9835698072ba813d3d0f30d3202c5f0cf1f50a5c93d97ecee931a4,A31,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:161,- **落地**：`T1`。**实际用途**：state.emotion 四维向量（valence/arousal/certainty/stakes）+ wrapup ×0.7 衰减（测试锁定 0.5→0.35）；emotion 内容体随 L9 交付。,落地,认知科学经典,Y,,
1a49c7986663703a081c0f1b3f23e3b5bffaa6a2703259964c8af908c19a82a3,A32,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:166,- **简介**：默认模式网络（DMN）：大脑在无外部任务时有自发的内省性活动——整理记忆、自问未解问题。,简介,认知科学经典,,,
ab42fc02859c5e9421d3a30c711a0d9761cc14b500b6799f4370f111d59446c7,A32,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:167,- **落地**：`T2`（补丁后随 L9 交付，**定位为研究性模块、随时可砍**）。**实际用途**：experimental-l9/dmn 的 OPEN-QUESTIONS 空闲自问清单，由 reflect/睡眠管线消费，产物走正常固化闸门。,落地,认知科学经典,Y,,
60102ab81a6c6a56a4116b28bba61d99a4222b3e1542fa1215939444b4b50904,A33,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:172,- **简介**：心境一致性记忆：与当前情绪状态一致的材料更易被编码与提取——情绪参与检索重排。,简介,认知科学经典,,,
3c54e30f916834a2d77cabcb4e44442c7d09c71b8d2b8736603f2ad0ba1c6b76,A33,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:173,- **落地**：`T2`（补丁后随 L9 交付，harness 层）。**实际用途**：dual-memory 内容体规定「命中后按当前 arousal/certainty vs 条目快照重排、certainty 低时强制检索」，由 harness 执行；**引擎 `_rank_entries` 本身不读情绪向量，非代码层重排**。,落地,认知科学经典,Y,,
d8f1a1ee2cbc3dc58a716a65366379bd542e00f6c1bb3d89c4beb90c2e4a825d,A24,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:179,- **简介**：L9 档的全部设计指导思想：五层架构、状态公理、情绪向量、GWT 映射、睡眠闸门与验收三件（消融/干预/谄媚监控）。,简介,用户内部文档,,,
a0bb53a2e1ccc643a4c38419debfa436a91ea47d3d6e8a2c1ce777794b96f9ad,A24,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:180,- **落地**：`T2`（补丁后随 L9 交付）。**实际用途**：experimental-l9/constitution-bca（BCA 四公理追加进 L8 宪章第七～十条 + ABLATIONS 消融/干预/谄媚验收三件）；第四维经用户追认由 interest 调整为 stakes（显式演进，非引用错误）。,落地,用户内部文档,Y,,
50978e9df624facd6c2549615082527bc6d747b3ef82afce082ce75eb6b423c1,A25,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:185,- **简介**：随输入 token 增加，模型性能**非均匀**衰减——即使顶级模型也一样；更长上下文不等于更好表现，且高度依赖任务形态。Anthropic 的《Effective context engineering for AI agents》是引用方并纳入其实践。,简介,上下文工程/技术报告,,,
4f585bef3f47bfba3b1937ba14377042ef59934a6a05e499e0a2ec8640d89df4,A25,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:186,- **落地**：`T1-弱`。**实际用途**：AGENTS 三级会话加载顺序已落地；「索引 200 行」对应 `index_hot_budget` 登记参数（当前未接线），「150 行」为 m-soul 内容体预算口径。**归属注记**：Chroma 提出、Anthropic 引用（v3.5 起修正）。,落地,上下文工程/技术报告,Y,,
a0713c7d9f4da4df88597c24b47f5126eb79c4d26400b87338c497a8adf06596,A26,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:190,- **简介**：个人助理生态的 SOUL.md/USER.md 文件约定与 Letta 的 memory blocks 形态。,简介,G派-产品实践,,,
c08578577768809240ae10bbd344e57efcf0eab884a6e26c0eedece4c28637ca,A26,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:191,- **落地**：`T2`。**实际用途**：m-soul 灵魂层文件形态随 L4 交付；absorb-md 的 SOUL-POINTER 原位保留策略一致。,落地,G派-产品实践,Y,,
a28575cce48e0c48d2c2a2ecca8830aecaf61eafd94d3e99a51c03b3b6e78af8,A28,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:195,- **简介**：生产级 agent 的上下文工程实践：KV-cache 命中优先、append-only、掩蔽代替移除。,简介,G派-产品实践,,,
bbb46876ddf4165d6fc069258aa7ca01b44d103c49c2bb109e89b4ccc06177c5,A28,旧33,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md,library-bootstrap-v3.0/review-20260908/引用论文总表_修订版.md:196,- **落地**：`T1-弱`。**实际用途**：append-only 审计链与「掩蔽代替移除」的精神对应（retire 移 attic、t_invalid 打标而非删）；原「发布纪律 12.4」章节号查无实据，已删。,落地,G派-产品实践,Y,,
