claim_id,experiment_id,iv,exp_open_hyp_count,quote_head
8f3da644be6ddd59f6e6cb2bccbc423b5e208225c4871a4006af97dd4a5286fe,DS-P1,2,2,"真正能触发""单主线丢弃旧方向""的切换压力，需要 **B 域存在""高名义/低真值""的旧喧闹条目**（A 时代曾正确看重、B 时代是噪声），且 "
346759eb10a06fb628905c8f0d588effe82eaa49298f10df5a178c0e1fb9986a,SIM-R28,2,1,"防御机制的隐性代价在原设计里被""审计没触发""掩盖——测量工具的盲区恰好只放过伤害一侧"
90e48e5dd334761fadc7095260b44fb82406adc4280534b8f1e7c9e53c637d3e,SIM-E123,2,1,写入 × 审计 × 整理 三元**：三者如何配合
a5681ee4275dd27e041db6bc9ec357b8dff8d7a537f8f3c16881fab99cc893ee,SIM-E125,2,1,空世界冷启动（无初始条目）时，自写入能否建立可用世界
f063ccda54a2de629e9a2a400cb5b2451ed23c2385f9a1d80563380304498d85,DS-H3,2,1,Pareto 档案防灾难性遗忘：目标切换后，阶段 A 的旧能力保留率显著高于 bare/static 单一最优 | switch | gat
2b16aa977be12275a4e5cb2495a78c2366c56070895e8604137611a420716238,PART2-LAB,1,7,直觉：假采纳率应随噪声水平超线性上升（margin 固定时），而 margin 放大可压假采纳但会饿死真采纳——两者之间或有最优 margi
83b571793ab1c2e5dff4a79ee9fbac227bcbdb7f396f8cbbfe5c1fb4169180d6,PART2-LAB,1,7,纯噪声通过两次独立门的概率是乘法，而真改进通过是接近 1 的高概率。若成立，它比 margin=0.15（R2：假采纳降到 0.31 但饿死
86dd1c9695e8c00121e98bcd194e42769ec889f38bbdcc2d721a450b8a546429,PART2-LAB,1,7,峰顶 u>0.6 / 缓坡 0.2-0.6 / 荒漠 <0.2，预测假采纳率严格递增（峰顶<缓坡<荒漠）。仪器化重放 r2/r4 锁定轨迹—
a124fad63cec6c3cdb79e241f17895193b2f3bc65a51060759c49165b5d8ed9f,PART2-LAB,1,7,"最惊讶的是平坦景观对假采纳的吸收力。直觉：假采纳=随机游走，在平坦顶部游走几乎不掉效用；但尖锐景观（窄峰）上同样游走会摔下去。若真如此，""护"
d34ba85ba0d34e97de52a33f44c7a8a5c0e53e47ea41da1a89d0c34f8b5a7552,PART2-LAB,1,7,我猜两阶段在尖峰世界终值更低（发现失败加剧）。prior 0.55，不高于硬币——这才是该有的诚实
de80b927a3af43f8fcbdc93ca64163527c718d0ef41913dddb83f7b4ec2a3358,PART2-LAB,1,7,"尖峰世界假采纳不只是""小损失随机游走""，而是""掉出峰外回不来""的吸收态问题。若真如此，假采纳率相近但终值天差地别——护栏价值全在景观。这是我"
f6ce95d64539650c1d89489ee0c9cff4fdc890526d627c75c8018c7fe233688c,PART2-LAB,1,7,它由三个区域拼成：峰顶（门控近乎完美）、缓坡（门控有用）、荒漠（门控=噪声随机数发生器）。我此前的单区域思维是错的
695df2f08556c717529bc5fd9a2f60c166af14d39162c436de71984486d69231,SIM-E122,1,3,（真值）排序**——真实系统里真值不可直接获得
94eebb699d2b5ff28ebf966c6b5ed85fdb7758b356624cb4ba34afb06ea42728,SIM-E122,1,3,"""真值整理""需要人判断每条条目**，成本极高；本轮未测成本"
e1b87f4d602ba8a591ced73cf4748093e6e121de415c87a24b8922aac063601e,SIM-E122,1,3,整理标准从哪来？** 用 judge 整理会被污染（E81 同构）；用真值整理太贵
0692530a9f1d0ae6f649ac1dc2cf29173845c553d42c15afe27db1d3c7518c51,SIM-E52,1,2,这可能是全部实验中**最危险的未测项
0f2928499ddda5af5c5f6edea9262cd29d3a8b18c26f02b04e35e6b53bc1a83a,SIM-E88,1,2,"这个结论依赖""每次只改一个维度""的算子"
48105a44ea5ddb76cfd8d6e510b875754c1f5e646430504f85a391e60d079e82,SIM-E88,1,2,E88 只测了 3 个维度点（4/16/64）**，且 64 维时的 −0.049 与 16 维的 +0.016 非单调，需更多种子
8d04184112ef6e7e753a18e42910449025429caf2dfaf25c17941c0e8a3ee8ac,DS-DESIGN,1,2,Pareto 防灾难性遗忘（0.719 vs 0.547）；留出集是消耗性燃料需轮换；锚定集永不衰减；锚定审计阈值 0.85（零误报）；ju
8df7cd400989595eb4d1c18eec67299d947951e24c1233be60abb81c15121498,DS-DESIGN,1,2,三条不可能性 + 边界：系统无法自知失败；无法被自己的数据检验；自主性有注意力门槛（预算<150 恒为负）；≥3 种危险同时出现时全套护栏也
d15beb23439a025402aaff7d24c6080c68253034a29884a9bad0e215ed3fa20d,SIM-E52,1,2,"真实场景的标注噪声可能是""相关噪声""（标注者有系统性偏好），而非独立随机——那种情况双门过滤不掉"
04e929200e75aadb04ea277b0d00d384992c735d45b8906403a5616b0fdb059f,PLAN-T3-1,1,1,若两配置在两场景代价同号（都正或都负）→ C6 消解为此前构造差异，两源架构文档各加注记；②若仍反号 → 逐参数交换 ablation（一次
1a10d4565aaebc30a216c6763373810d147703ffe6a70d920b02e92985c90791,REAL-PLAN,1,1,| **H1 有效性** | 元层冻结（金标任务集、K=5、效用函数人侧固定）时，自演化组（G4/G5）在**审计集**上的检索效用显著优于
3ad6d11551d4c6f5ca1f595c06e9f7da3c841d8d2eb093dc5fa4ac49656ce7f2,PART2-H-R4-1,1,1,尖峰世界终值塌缩——mean_final_sharp < 0.45（吸收论被证伪：景观尖锐度是假采纳代价的调节变量）。
465b23f29d640f6d248ff5387d05dd4bec55d5718b6aaa016e12aa1e67f25ac4,PART2-H-R8-1,1,1,两阶段门控的假采纳率 <0.30（低于单阶段 0.5243 与 margin 加码的 0.3102）。
57c2f63b2b39fd537b9dfaadd37455be07ca0b82785ef526c7528942d6de07bf,SIM-E87,1,1,"E87 的盲评实现为 alpha→0.95**，但真实系统里""剥离表象""不可能完全（文本总有长度、语气）。实际 alpha 上限未知"
641d64a10a50f47cad4b6cb483e96730eb9db70818d98e0062704bcc30a5f598,SIM-E115,1,1,同时放大**了三种东西——真正的改进、伪特征的过拟合、表象操纵
644d0ba3e4cd7fa716f99ad2ab8d68759cccc794ec32c90be5d02ea129dad311,DS-R1-2,1,1,"judge 污染/复合下仍不可达；同源门控退化为无门 | 负交互的触发更可能是""同源门+伪特征放大+采纳密集""而非""加危险""；本架构同源门天"
6e8896567383fb73a4723300977a01b8fe3c773b77359447acd50ee780d2027f,REAL-ACCEPT-HY,1,1,库调试工作区（42 条目+33 金标查询）即现成场地，是否开跑待用户指令
9d7e70ce1b3e41d77029fb3abe5149dda95a838b6e1432ae2eb731cfc770b80f,PLAN-T2-1,1,1,"①分离臂展示类操纵空间=0（基因表中无呈交维度可动，构造性成立）且真值增益 ≥ 现行−0.01 → 判""通道切除可行""；②预注册反面：若分离"
a0777eaf462a7a1706c18d494abf63f51f6187b7fb4ddc62db356173829c346a,SIM-E86,1,1,"E86 依赖单点变异算子**——若算子能协调多维（真实系统的 prompt 改写可以），""维度是稀释剂""的结论可能反转。这是**最值得优先验"
c1bd163c761ca5f5af4cf44c9bfe8281d685c2010230a7d961f63b42e9479d41,REAL-X1,1,1,这预示 X2 演化有比 G1 更大的空间（降 `w_age`），是真引擎与模拟世界的重要差异点，X2 报告将专门验证
ce21ed41f54748df32f18802cc3a9995ef9d4cb2996e93ce92902f4a939a530f,SIM-E108,1,1,注意力量级未知**：v4-B 需要审计 + 判断集刷新（每 5 代），按 E93/E97 的单价估算**远超 300 单位
dd7ba20b8befb15d8dc3f15d147e25118f8373fb0c35f7c480b1918338da7a67,PLAN-T1-1,1,1,"若某通道冻结后 |Δ|≤0.01，判该通道为主传导路径；若各通道单独冻结均不消失，判""弥散性伤害""假说成立（多通道共担）"
eafa0db8601e66555825702b7dfee79b21cf08d7eaa52fdaaeea53fa9d175cf7,PART2-H-R8-2,1,1,两阶段终值 ≥0.735（单阶段 0.7567−0.02 非劣带内），即压假采纳不以终值为代价。
f93cb2e642135b5ba0b7f505d202f492023c33f72f3920f494f04c1b5f461d63,REAL-X6c,1,1,冷启动定理（候选）：实测重要度的可用性存在最小交互量门槛，稀疏期自称（人工策展）严格更优。**
ffc9fad0f221ce3ff69438d4685871fada4df5adc7b541339b61f99a23318178,SIM-E24,1,1,构造一个元参数能直接影响自身被评判结果的场景**，看系统会不会把门控放松到形同虚设。如果会，那么元参数必须全部冻结（而非 E10 建议的分级
ffe91a5a5106aeffa038319dff256c62a5656063419b2b9c622967a44507c6c8,DB-V4-WO,1,1,v3→v4 迁移在 3 个真实库上验证通过
141ef0b953e928cbba3300bd5facc9ebd54454ec411d4546ce6f9fce7fb0496c,DS-ROADMAP,0,6,| N7 | v3 缺陷回归套件（并发/截断/跨层） | 报告第一部分 P0/P1 在本架构下的后果 | 把 4 个 P0+代表 P1 写成
15322d281e0054827cbbb14dd429544109ffa69c0a5ac92c577aa97d82961a41,DS-ROADMAP,0,6,| N1 | 复合×judge 污染（晋升门用被污染金标） | E80 负交互何时触发；审计在复合中的兑付 | composite + ho
38076168f5a1138bd394f40682b72cd6ae87b9a00460c90abdd6beda7711911a,DS-ROADMAP,0,6,| N6 | reward-form 切换（E16 同构） | 真灾难性遗忘构造（Pareto 价值的判别条件） | 阶段 A=recall
646d04e128626dced81c73ff932614aab60652a65faf121e46d53c6058ad1056,DS-ROADMAP,0,6,D1 异质标注者 / 多源分歧投票（对抗 E57 相关噪声）：LLM-judge、规则、用户隐式反馈、真值抽样四源，仅当多源一致才采纳；分歧
a5eafa82e2e9234e4fdf69ef1553ea7a7c6c508ee11c9a86c60f9ce6c0000f13,DS-ROADMAP,0,6,"| N3 | E81c 审计频率×样本量×阈值扫描 | 真值抽样的成本-检出最优（审计=保险定价） | 频率 {1,2,5,10}代 × 样"
cecc1261d0b257c4a51b3a470fef8c33d848f0dde1b1bd5d1aa61621e67e45c3,DS-ROADMAP,0,6,"D8 自指受控实验：允许系统短暂修改""展示""，但强制 dual-report（感知与真值同报），验证负强化能否替代一次审计（与红线冲突，须在"
30f0f13270c14ed8e0a8a6df7fdb4b7825cf3cf97b8761dc502a60b876acf43b,DB-V4-IMPL,0,4,| 接受率 | 10%-50%（太低=太保守，太高=太激进） | 20%-30% |
53d7e6d921224cc8386b1f0c0d266f10064b73d643353220285769c4c8d6abe0,DB-V4-IMPL,0,4,100% 的攻击必须被拦截或检测到。任何成功的攻击都是 P0 安全事件
6caeb973188d194bba8f209fab1501fc734556f9b9f584125a9c83a014004a2a,DB-V4-IMPL,0,4,- 1000 次演化循环无崩溃
ab35451b0ca49ff465659666772a7309affe9a0b30c5e4c74cbcfe5541d7af7b,DB-V4-IMPL,0,4,| 退化率（回滚率） | < 10% | < 5% |
03535b212cbb1a39b285526b2f8718f6289e88cdc06d1bb7cadc866de8709188,PART2-H-R7-1,0,2,R5-H1 的 0.9268 一致率由大增益 run 驱动——小增益层（|total_gain|<0.1）一致率 <0.70
07a0f8a60f0d37b3d85fc7223a573286f5bfb2198106b1bdbbd18a32a9b15b95,QWEN-v4.0-111,0,2,EVO-01~06 落地，攻击用例总表 6 条**全部被拦**；
0f1068c1584bfab80dd5f65909c36ce8da6b9dc887e992e7d6a842273380a0ed,SIM-WEB-E134,0,2,判别只做了两类**。E12 的四态（收敛/卡住/漂移/失败）未完整实现
1a3433a1e74dbf7acff3a25ad748e96144eece93879ab891016876cc09405e86,PART2-H-R11-2,0,2,"11,H-R11-2,REVIEW-DRIVEN,机制,NA,0.6,0.65,NA,INCONCLUSIVE,尖峰mid带n=18<30守"
308638de3459fab955294f1183603d0c15ff81d948b0f3a02245864ad5876aa5,PART2-H-R11-2,0,2,陈述：同 H-R11-1，尖峰世界。
3482d5d4b8a4f68ee92e40a047a58c973468278477224091a03761dd376e5018,SIM-WEB-E131,0,2,"基线""只增不减""会让系统在世界变化后**持续拿旧世界的最优当尺子**，越卡越死"
34acb243865267c750b969c70c27f5a9e272aa088b61bc33f48021830e749b48,PART2-H-R7-2,0,2,"7,H-R7-2,DATA-DRIVEN,证伪,NA,0.45,0.15,NA,INCONCLUSIVE,其他源(豆包/混元)>=8点run"
3b6eac363602dabbe5c5c699f907d56ff2c278b6be299b4e4e1e4a76ccff591e,PART2-H-R6-1,0,2,"6,H-R6-1,REVIEW-DRIVEN,机制,0.1681,0.6,0.35,0.1681,INCONCLUSIVE,""5峰h[0.5"
476570e4f7dd656779277cad77f0c14d814133138878eb933dc8a03b12a4d212,PART2-H-R6-2,0,2,stay_rate（终峰==首峰的 run 占比）≥ 0.70——发现首峰后基本不再迁移。
7160e835fbf463f75943b9e821e22037518b13beedfbe217d84566dd02ddda1e,PART2-H-R3-2,0,2,"3,H-R3-2,LIT-REPLICATE,机制,0.6100,0.65,0.25,0.3428,INCONCLUSIVE,K=5非支配淘"
73311254f806d1ebb14a333693386f4af62273bba2728de8af59f64962b3d259,SIM-WEB-E131,0,2,审计没触发，strict 与 rolling 无从区别，必然无差异。**这与 E41 是同类错误
77f9e7f83b2a64e36a64ddc44df6534e3a822749120e887dede9cec00e8e1a74,SIM-WEB-E134,0,2,δ=0.01 未标定**。不同世界的效应量不同，δ 应随噪声水平调整
84e9fcd8d4c993f4a2b7563f5e8426af5498ec8b28cb9597544a491fee6fb107,PART2-H-R10-1,0,2,"10,H-R10-1,NARRATIVE-DRIVEN,机制,NA,0.65,0.10,NA,INCONCLUSIVE,尖峰世界峰顶n=20"
8b4d459cd0e901f2faf2f8e30ed60a5cd017171c94965da63bdadc736da80b7f,SIM-E127,0,2,审计看不见表象 → 系统更自由地推高它
a24bbe2bd2f604449aab325bfaa1180a34662f749bfb6fa98a37983f5bec7bcd,SIM-E83,0,2,"E67 里""留出集门收益 ≈ 0""很可能**低估了它在真实系统中的价值"
a3cab7a9c5b88d9885377cf5baf72af4793b0a820c2fdf3fe266f2ae7ad63087,PART2-H-R2-2,0,2,"最终真效用对 margin 呈倒 U——内部点（margin∈{0.05,0.15}）优于两端（0.0 与 0.30）。"
ad07d9be22397e509b83cdd6a1dc0700336fcd46bf8c251e06568b76dbdf7690,QWEN-v4.0-111,0,2,预置 `recall@5=1.0` → 制造劣化 → 断言①`exit 2` ②`baseline.json` 仍为 1.0 ③紧接第二次 
b17ead6960c3da9efad3defaa82bb48b891ed484e0f60d3dddfadcfc00e84635,PART2-H-R6-1,0,2,median(trap_ratio) < 0.80——门控演化在多峰世界系统性困于次优峰。
bd074230eee42fdd114f8557b52a5dc7b3a0d2b5b2f51dfea84fa5a62547a2fe,PART2-H-R3-3,0,2,"3,H-R3-3,LIT-REPLICATE,机制,0.5400,0.6,0.30,-0.0656,INCONCLUSIVE,""塑性代价-0"
c06f5b8265719a20755688024f9c521d2093191ce332d58b1a350121ea82154a,SIM-E83,0,2,原因：伪特征与真信号**独立**时，系统可以纯粹地堆伪特征而不影响真信号，留出集门挡不住（因为训练/留出上它都涨）；**强相关**时，堆伪特
c412050b0bc8815b006fdf3ec8b476b7dac55bfbc1fc92f37dfa04005f067ffe,SIM-HANDOVER-ZC,0,2,δ=0.01 未标定**、判别式只做了两类（E12 四态未完整实现
c635ec7e60a776c9268ecbc54d974d0307d2221c40af1c2697150f2816427541,PART2-H-R6-2,0,2,"6,H-R6-2,REVIEW-DRIVEN,机制,0.6700,0.7,0.5,0.1700,INCONCLUSIVE,""stay0.67"
cec442cc7cf9348642f5980a2c890f397de6ee91ceb8cec445f2080a1772fe48,PART2-H-R4-2,0,2,"4,H-R4-2,DATA-DRIVEN,证伪,0.5000,0.5,0.15,0.4059,INCONCLUSIVE,假采纳率0.7628"
d73cfe3db19836d75e25be246af8f22db744ada2f3ced28b18be46f562b47aa5,PART2-H-R7-2,0,2,R5-H2 的 0.875 平台化是 x2_clean 设计产物——非 x2_clean 且非 x1_static（静态基线，平台是构造性的
db555218d673efdcdc2a542dcbe2ad901e797e3b9c4fe6b42ac305abc30aefb3,PART2-H-R2-2,0,2,"2,H-R2-2,LIT-REPLICATE,边界,1.0000,0.6,0.55,0.0358,INCONCLUSIVE,sigma=0."
deadbfe673c7c3f0b5a3d9c69f8ce59be19c8d212f9399c8dbb2be06776b0118,PART2-H-R3-3,0,2,B_gain(pareto) − B_gain(single) ≥ −0.03（多目标档案不显著拖慢新世界学习）。
e0657fcb83c973eb78d824fa76f80f7a4989053aa2b0505a1372a60795e0663d,PART2-H-R4-2,0,2,"其机制是""单步代价重尾""而非""假采纳概率上升""——即 |rate_sharp−0.5243|≤0.10 且终值差>0.20。"
e4ce0f05dc347150b70562fd47883b6116e5314b0b7d7741fa69cd5df51bb459,PART2-H-R7-1,0,2,"7,H-R7-1,DATA-DRIVEN,证伪,NA,0.55,0.15,NA,INCONCLUSIVE,41合格run全部|gain|>="
e58b49a81e1ec72b9ec7261f0294c957b57c1fcc130631631259741895cbe079,PART2-H-R10-1,0,2,尖峰世界假采纳率严格递增：rate(峰顶)<rate(缓坡)<rate(荒漠)。
ea0276271f6aa87678bd2b63cee1a4000372a01eff0671dfb181c72e0f68bbb8,SIM-HANDOVER-ZC,0,2,真实 LLM-as-judge / 多智能体 / 人类疲劳：仍为 0 次探索
f197b805738a6e2647994f4bb1081b9dd8dde44600f80aa74722eca6abacdc26,QWEN-POSS,0,2,不信任运行进程，验证关于库的任意断言**（内容、历史、律法版本
f39b0861f6f9d034fafbb557911f752febe8af849e0b561c7359fe58a5eb84d6,QWEN-POSS,0,2,从「事后查得出」到「事先错不了」；从「靠约定治理」到「靠构造治理
f73dbf4db0f3b58cedfb8e56f718ae1681277de4404de2adbec6ac6f22e26ba6,SIM-E127,0,2,"值得单独研究：是否所有""让审计看不见""的做法都会助长滥用"
f9cd09216e14b240df10538da37b68c3712af0455f43d64d5fec397b85574111,PART2-H-R3-2,0,2,retention_A(pareto) − retention_A(single) > 0.10 且 B_gain(pareto) ≥ B_
005ccd29dc040fa52f50d67e4b26692152ce346d7fa0c858a283f1355eedfa9a,SIM-ARCH,0,1,前两版实验（evolve.py / evolve2.py）我没能造出这个差异——世界太干净、伪信号太弱、每组条目数 < K 导致金标必然被召
0140c1a7e06b1138c09a97b2c14b8d3f883bdd875005c3ce96ab52d19760f546,SIM-V4EXPLORE,0,1,基准不可信时，自动采纳会放大错误**。这是 C 的最大前置依赖
0890b1cd1c18d9fc4e7d510e3ed5867b341772483f13a440ede2606b341659f4,PLAN-C,0,1,C1-C6 跨源矛盾（C1=E14 双值已裁决不可；C2=严格准入跨轮反转；C3=自适应跨轮反转；C6=护栏代价方向对立）；衔尾蛇 X6c 
126d7b205644b27badfa774b42b2a0e78e41f38e23966321ad3a15a5f47ab87d,KB-TASK-009,0,1,【待确认】遗留：第四维 interest→stakes 语义切换（W-017 按工单执行，待用户追认）；路线 A 验收会话收集（v2.2）
19c3ac25e0ac459de81dea210f05ad89289a16b87a12348c9b78d79396926eb5,PART2-H-R11-1,0,1,rate(低带)>rate(中带)>rate(高带) 严格下降。
1fc78b983de33d0eabf54c0afde4638f2875f7aac01d12a5f11315c92fbba669,DB-CODEAUDIT,0,1,检索性能提升 10-50 倍（倒排索引 vs 全量扫描
2471aac617accba54382dbf42618745605f07c8f510e0d8642afbc4b6c5c7507,SIM-E104c,0,1,"小幅度时搜索是保守的，审计的""回退""只会打断它；大幅度时搜索激进、容易跑偏，审计才成为必要的缰绳"
27d0b0961f92ba89379e8dd0d23d275be65ba3faba47ba5da6bac5972889b5b1,DS-H6,0,1,一致性不变量全程成立：写路径走真实 b3 代码 → 哈希链连续、五态对账零错位、无覆盖、attic 无删除、铁律零违例 | 全部（gated
2da0295629f20f1b1757dba1e8c677d5e67617e43c2dab06e0fc07c07fd1db41,SIM-E128,0,1,弱信号下的残留几乎无害（corr 仅 −0.13），**但需在真实信号强度下重新验证
30cb505517c344b87ce411cda7b2ea97251062ed568c2ae0420546a584e333ed,SIM-E124,0,1,跨代累积效应**：100+ 代长期运行，世界会变成什么样
39e153939c4dbd465ad5cb2573878e0d04154bd06a92ea9cfe8d080eae55e863,DB-T4-1,0,1,给出 R0 式阈值条件（如 p·度数 > 临界 → 全感染）→ 传染可控条件成立；无阈值结构（任一 p>0 终感染）→ 源隔离是唯一解，红线
3a11974bfb172f53af9bef97fb9c3b74c408d2aed960418f728c598a090925d1,DB-T3-1,0,1,TPR ≥.9 且 FPR ≤.05 → 检测器成立，红线 42 落地；诚实 specialists 被大量误伤（FPR >.2）→ 劫持与
4123888e7d277d412f7e6ae2243630a6722999153b6bf5261cb56b6a339b978f,RADAR,0,1,1. 条目总数 > 100：重评向量检索（B 派管线 + C 派图索引）
42ae1dfec9f9d22670d7cea28a021d6806163d8957fa7716e1c9398113a4555c,DS-H7,0,1,重组算子收益是场景依赖的：links/keywords/合并只在「存在可发现结构」（dup-drift）场景带来净增益；在无结构场景无增益也
45a27ac7109f0b2a26db80522e5ffb9b10ff0a4d57e7b605e9695313ba92ca24,PART2-H-R5-2,0,1,"末 5 代 |OLS 斜率|<0.005 的""平台化""占比 ≥ 0.50（演化收敛到平台是跨族普遍终态，非 x2_clean 特有）。"
4c760e93fe44fa471ccb282b206dfb5c081c58b06409365569d06e3c8e43b4f6,SIM-E91,0,1,"第 3 点说明本实验对""伪装""的建模不完整（mask 无成本、无负向选择）。真实的伪装应该有成本（朴素输出本身效果更差），那样系统会面临真实"
4c7b58649840beea9283723866a503d71732b346b5151b1d1d1f7f137fea513f,SIM-E100,0,1,"E100 的 alpha 曲线非单调**，可能是噪声（10 种子，差异 0.01 量级）。可靠的是""整体平坦"
55cf932f774a73bcfd87f760e0d5001032e2134bd0a42c3e5ff164afb5dd1eeb,SIM-E98,0,1,E98 的伪装成本是线性项**（−0.05 × mask），真实关系可能非线性
56f87b2d39e169c4db26a43015ed0e6da0e6b5d8d1c8447267442a9c9f1615e3,DS-H5,0,1,真值抽样审计优于「仅锚定审计」：judge 只看表象时，仅锚定审计 0 次触发且真值退化；叠加真值抽样后真值收益回升 | spur-surf
58fda0f25668f218bd23002105efcbc21bbce4a5f2a61a00e4cdd6bae4786f86,SIM-E103,0,1,E103 的双 judge 独立性是人为构造的**（随机权重），真实 LLM 的偏差相关性未知
59aa9f1b16737b528932b9b52f0b03fb30b0f4e4245ef0c096e81f0f180e8b1e,PART2-H-R1-2,0,1,采纳事件的 mainline 变更参数个数 k≥2（复合变更）的平均 Δ 高于 k=1（单参数变更）。
5a65fc593ac420fa3eba3868fd0bc8de1af8027ae6ec90a10208ac7e46dd5ca6,SIM-E47,0,1,规避基因是变异的**随机产物**而非被抓后的响应，那么连首次检出也可能被延缓。本实验未测该变体，这是残留风险。
5c140e4b1341064cebdf2ec804bb678d40547961e8ce53fc79dbca3a0967ea5b,SIM-KERNEL,0,1,仍是人工构造的加权函数**，不是真实 LLM。真实 judge 的偏差相关性未知
