T3-0616	识破赛尔德拉并穿越魔法门	incantation_WoodQuake创造	话:第446话 / block_id md-0234
T3-0618	赛尔德拉现身宣告试炼	incantation_DefaultField	话:第446话 / block_id md-0236
T3-0619	深海冰蛇对龙化决战	incantation_MidgardFrezze | incantation_EXWind | incantation_WintryDimension	话:第447话 / block_id md-0241
T3-0623	赛尔德拉揭穿涡波演员本质	incantation_ReadingShift	话:第448-449话 / block_id md-0251
T3-0624	涡波双重咏唱践约星之理	incantation_次元咏唱罪孽的命运 | incantation_咒术LevelUp | incantation_次元咏唱直至回朔到尽头	话:第448话 / block_id md-0252
T3-0625	紫线淹没星球显星之理	incantation_Spotlight | incantation_Simension多重展开 | incantation_LightIlaia	话:第449话 / block_id md-0254
T3-0626	书页逆转捕获恶龙	incantation_ReadingShift | incantation_DimensionGradient先谭	话:第449话 / block_id md-0259
T3-0627	涡波咏唱阅读赛尔德拉	魔法_ReadingShift	话:第449话 恶龙讨伐 / block_id md-0262
T3-0628	试炼终结返回原世界沙滩	魔法_ReadingShift	话:第451话 爱的告白 / block_id md-0271~0272
T3-0630	涡波向拉丝缇娅拉告白	魔法_星属性咏唱_告白	话:第451话 爱的告白 / block_id md-0275~0276、md-0278
T3-0632	涡波立誓成为魔法涡波	魔法_DistanceMute	话:第452话 梦 / block_id md-0282~0283、md-0286
T3-0634	魔石沉入持有物诀别	魔法_TalesLasttiara	话:第452话 梦 / block_id md-0286
T3-0636	《WoodQuake》覆写原世界	魔法_WoodQuake创造	话:第453话 灵梦 / block_id md-0288
T3-0637	涡波与诺伊订立契约	魔法_BlackShift	话:第453话 灵梦 / block_id md-0289~0290
T3-0642	尼尔拒绝契约·以血剑一战	incantation_Blood(鲜血魔法)	话:第454话 亡灵的梦、梦的亡灵 / block_id md-0297
T3-0644	格连断后·深渊次元的真夜	incantation_深渊次元的真夜(Di·ReverentNight)	话:第454话 亡灵的梦、梦的亡灵 / block_id md-0300
T3-0646	格连伤重·菲里翁一族真相	incantation_CureFull(神圣魔法)	话:第455话 Epilogue / block_id md-0304
T3-0659	百十层宣言与百十之试炼	百十之试炼	话:第458话 百一十『恋』 / block_id md-0330~0331
T3-0661	世界炎蛇与世界冰蛇	incantation_世界炎蛇 | incantation_世界冰蛇	话:第458话 百一十『恋』 / block_id md-0334
T3-0663	玛莉亚的人生总决算	incantation_焦热世界的骸炎 | incantation_炽天之纤炎 | incantation_FlameFlamberge | incantation_世界炎蛇	话:第459话 第百十之试练『恋』 / block_id md-0336~0338
T3-0664	灰姑娘的遗失之炎	incantation_灰姑娘的遗失之炎Altymate_Liar	话:第459话 第百十之试练『恋』 / block_id md-0339~0340
T3-0665	诺伊亲合与BlackShift	incantation_BlackShift | incantation_BlackShift_Overwrite	话:第460话 『玛莉亚』・迪斯特拉斯的终点 / block_id md-0342~0343
T3-0667	为挚友阿尔缇的试炼	incantation_灰姑娘的遗失之炎Altymate_Liar	话:第460话 『玛莉亚』・迪斯特拉斯的终点 / block_id md-0346
T3-0668	第90层最后的对决	incantation_BlackShift_Overwrite | incantation_灰姑娘的遗失之炎Altymate_Liar	话:第460话 『玛莉亚』・迪斯特拉斯的终点 / block_id md-0348~0349
T3-0671	次元之门《Connection》·涅夏受命	次元之门《Connection》 | 《Dimension》	话:第461话 于是、前往100层 / block_id md-0353~0354
T3-0678	魔法涡波构筑·最后的咏唱	次元魔法《Dimension》系列 | 魔法涡波	话:第462话 『最深处』 / block_id md-0366~0368
T3-0693	缇亚战前剑圣希丝援护	SION	话:第466话 缇亚・阿雷亚斯 / block_id md-0045
T3-0697	斯诺赛拉冲关胜侯普斯	impulse	话:第467话 兽人 / block_id md-0051
T3-0698	魔石人类冰室结界封锁	Inviolable・Iceroom	话:第467话 兽人 / block_id md-0051
T3-0703	斯诺龙化《Fly Sofia》对拳	Fly Sofia	话:第468话 迪普拉库拉 / block_id md-0058
T3-0704	对龙人封印阵发动	bloodline・lockfield	话:第468话 迪普拉库拉 / block_id md-0059
T3-0705	艾尔米拉德白箭破巨人	flame arrow	话:第468话 迪普拉库拉 / block_id md-0060
T3-0707	百魔之王征收荣誉税	magic arrow	话:第469话 青鸟 / block_id md-0063
T3-0708	斯诺完全龙化飞向青空	Fly Sophia	话:第469话 青鸟 / block_id md-0064
T3-0709	斯诺储振宣言助涡波	impulsebreak | dragon・impulsebreak	话:第469话 青鸟 / block_id md-0065
T3-0710	龙之咆啸空挥碾碎木巨人	dragon・impulsebreak	话:第469话 青鸟 / block_id md-0066
T3-0711	缇缇遗讯化翠绿魔法阵	向流星奉上心愿(brave・fluorite) | Fly Sophia	话:第469话 青鸟 / block_id md-0067
T3-0718	血海歌魔法呼名死者之声	血海歌魔法(未知名,含组咒)	话:第470话 开战 / block_id md-0072~0073
T3-0720	斯诺抵99层见蓝发龙人	Fly Sofia	话:第470话 开战 / block_id md-0073~0074
T3-0724	赛尔德拉八十之试炼败北	reading shift	话:第471话 赛尔德拉 / block_id md-0082
T3-0727	屠龙魔法解除斯诺龙化	屠龙的龙刃(dragongenosize・Arder)	话:第471话 赛尔德拉 / block_id md-0084~0085
T3-0728	屠龙魔法实为基因恢复术	屠龙的龙刃(dragongenosize・Arder) | 血脉稀释(Changelock)	话:第472话 骗小孩的 / block_id md-0085
T3-0730	次元魔法现于神之座前	default | connection	话:第472话 骗小孩的 / block_id md-0087
T3-0802	咏唱弑神的恶龙	弑神的恶龙(sin・Fáfnir)	话:第482话 边狱八十,邪龙翔天。恶必遭伐,君泪将止。 / block_id md-0158
T3-0804	恶龙噬神·次元裂缝决战	《弑神的恶龙》	话:第483话 第八十之试炼『边狱』 / block_id md-0161
T3-0807	决斗首回合·魔法银河花海	《Torsion・field》 | 《Vibration・field》 | 《Torsio》	话:第483话 第八十之试炼『边狱』 / block_id md-0164
T3-0808	涡波洞悉本质·屠龙魔剑	《blackshift》	话:第483话 第八十之试炼『边狱』 / block_id md-0165
T3-0809	blackshift覆写人生·化无物	《blackshift・over write・life》	话:第483话 第八十之试炼『边狱』 / block_id md-0166
T3-0814	涡波拔魂·魔之毒未化	《distance mute》	话:第484话 诅咒的心臟 / block_id md-0171
T3-0815	夺缇达诺文魔石·咏唱遗言	咏唱『幼龙贪念日久难消』	话:第484话 诅咒的心臟 / block_id md-0172
T3-0818	缇达魔石化黑甲·真骑士诞生	咏唱『无名无姓、皆尽忘舍、故而为无』	话:第485话 那些骑士名为 / block_id md-0175
T3-0821	三重奏剑·丝线连接论	《Iceflamberge》 | 《Flame・flamberge》 | 《distance mute》 | 《赫勒比勒夏因・三重奏剑》	话:第486话 地狱七十，亡灵引路。愿君亦能，破梦而醒。 / block_id md-0178
T3-0823	血之怪异与万魔皆灭	《阿雷亚斯剑出，万魔皆灭》 | 《flame》 | 《旧人类史》	话:第486话 地狱七十，亡灵引路。愿君亦能，破梦而醒。 / block_id md-0180
T3-0824	旧人类史英雄谭·我成法尼亚	《纤指一划，云散海裂》 | 《冲天巨木亦可斩断》 | 《旧人类史的英雄谭》	话:第486话 地狱七十，亡灵引路。愿君亦能，破梦而醒。 / block_id md-0181
T3-0825	旧历至新历·涡波救世逸闻	《旧历之终结…》 | 《新历0年光神…》 | 《新历3年始祖…》 | 《新历1013英雄…》 | 《剑与剑相连之际，真正的英雄现身》	话:第486话 地狱七十，亡灵引路。愿君亦能，破梦而醒。 / block_id md-0182
T3-0828	众生之赤光·第七十之试炼终局	《众生之赤光》(Hell・Vilmillion・Shine)	话:第487话 第七十之试炼『地狱』 / block_id md-0185
T3-0911	即兴《DistanceMute・Exorcis》反杀	《DistanceMute・Exorcis》(即兴新魔法)	话:第499话 百二十『绊』,众魂相聚。身毁躯灭,亦当列席。 / block_id md-0267
T3-0913	血术《Line》召唤罗密斯与勒迦希	血术《Line》 | 《众生赤光之歌》	话:第499话 百二十『绊』,众魂相聚。身毁躯灭,亦当列席。 / block_id md-0269
T3-0915	罗密斯宣言释放缇达真魔法	缇达・兰斯真正魔法(咏唱起始)	话:第500话 第百二十之试炼『绊』 / block_id md-0271
T3-0917	《迷失之雾与夜之终焉》发动	《迷失之雾与夜之终焉》(Mistrust・Splitlands)	话:第500话 第百二十之试炼『绊』 / block_id md-0272
T3-0919	《BlackShift・Overwrite》镜化冻结	《BlackShift・Overwrite》 | 《过密次元的真冬・镜化》	话:第500话 第百二十之试炼『绊』 / block_id md-0273
T3-0923	莱纳宣战并继承暗之咏唱	《迷失之雾与夜之终焉》(莱纳继承咏唱)	话:第500话 第百二十之试炼『绊』 / block_id md-0276
T3-0926	《灰姑娘的遗失之炎》惊揭阿尔缇	《灰姑娘的遗失之炎(Altymate・Liar)》 | 《不死杀的红莲龙》	话:第501话 『真正的丝线』 / block_id md-0278
T3-0927	诺文《亡灵一闪》斩断魔兽之腕	《亡灵一闪(Von・A・Wraith)》	话:第501话 『真正的丝线』 / block_id md-0278
T3-0928	地之理归还魔法《王■落土》	《王■落土(Lost・Vi・EithéA)》	话:第501话 『真正的丝线』 / block_id md-0278
T3-0929	木之姊弟《■道落土》风隧道	《■道落土(Lord・Of・Lord)》	话:第501话 『真正的丝线』 / block_id md-0279
T3-0930	赛尔德拉法夫纳暴露与风龙接力	《众生之赤光(Hell・Vilmillion・Shine)》 | 《弑神的恶龙(Sin・Fáfnir)》	话:第501话 『真正的丝线』 / block_id md-0279
T3-0931	阳滝静止右手《HeavenFall・Niflheim》	《冻结逝水流年的雪底坚冰(HeavenFall・Niflheim)》	话:第501话 『真正的丝线』 / block_id md-0280
T3-0932	诺瓦露夺双魔石点破持有物	咒术《Magic Bag》	话:第501话 『真正的丝线』 / block_id md-0280
T3-0933	诺斯菲《代而亡逝之光》守护	《代而亡逝之光(NoLife・Nosfy)》	话:第501话 『真正的丝线』 / block_id md-0281
T3-0934	莱纳诺瓦露夹击弹出魔石	《■道落土(Lord・Of・Lord)》 | 血术/咒术《Line》	话:第501话 『真正的丝线』 / block_id md-0282
T3-0940	《Gravity・Greed》压胜基督认败	《Gravity・Greed》 | 《Revan》 | 《Line》	话:第502话 『败北』 / block_id md-0287
T3-1030	魔法《soul・road craft》	soul-road-craft	话:第513话 ——Prologue—— / block_id md-0358
T3-1034	帕林库洛契约魔法身体	基里斯督莱纳 | 帕林库洛	话:第513话 ——Prologue—— / block_id md-0360
T3-1048	莱纳执行收集圣人血液密令	incantation_TauzSchuss·Wind	话:第265话 收集血液 / block_id 7171md-0002~0006
T3-1053	圣人式濒死特训习得技能恶感	incantation_风疾走SkyRunner | incantation_Light·Cuffs	话:第268话 圣人式特训 / block_id 7171md-0021~0030
T3-1056	再诞仪式遭艾米丽与斐勒卢托劫持	incantation_再诞 | incantation_SleepMist	话:第271话 仪式开始 / block_id 7171md-0044~0054
T3-1057	莱纳携缇娅拉身体突围大圣堂	incantation_风疾走SkyRunner | incantation_Wind	话:第272话 妨碍 / block_id 7171md-0055~0063
T3-1058	十一区十字路口决战逆转取胜	incantation_Inviolable·冰Room | incantation_Line·React | incantation_WindMadness	话:第275话 将军 / block_id 7171md-0066~0076
T3-1059	涡波以次元魔术赶回救场	incantation_Default	话:第275话 将军 / block_id 7171md-0078~0080
T3-1061	拉丝缇娅拉当众向涡波告白定情	incantation_再诞	话:第277话 「再诞」 / block_id 7171md-0090~0102
T3-1062	缇娅拉小姐消逝并托付记忆给莱纳	incantation_再诞	话:第277话 「再诞」 / block_id 7171md-0093~0096
T3-1065	追忆缇娅拉再诞与诺斯菲身世之谜	incantation_再诞	话:第282话《拉丝缇娅拉的野望》 / block_id 7272md-0012~0013
T3-1068	三人牵手探索与斯诺指挥	incantation_Flame(火焰) | incantation_紫苑 | incantation_Default(行路渐歧) | incantation_Divine Arrow・Spear(神圣之箭・矛)	话:第285话 等级提升 / block_id 7272md-0025~0030
T3-1070	诺斯菲攻陷大圣都与玛利亚追击	incantation_魅惑	话:第286话《与生倶来的挑战者》 / block_id 7272md-0042~0045
T3-1077	地下街重逢玛利亚与莉帕	incantation_冻结	话:第290话 地下街 / block_id 7272md-0066~0069
T3-1078	穿越不燃之炎封锁区	incantation_冻结	话:290 / block_id 7272md-0066, 7272md-0067
T3-1079	玛利亚擒获诺斯菲后重逢	incantation_阿雷亚斯家的宝剑诺文(剑技)	话:290 / block_id 7272md-0068, 7272md-0070
T3-1080	诺斯菲被俘与投降陈述	incantation_代替	话:第291话 圣女 / block_id 7272md-0070~0071
T3-1083	玛利亚与拉丝缇娅拉终和解	incantation_世界炎蛇(昔日玛利亚戒打法)	话:291 / block_id 7272md-0072, 7272md-0073, 7272md-0074
T3-1086	法芙纳死斗·众生之赤	incantation_两百一十四年西南解放战线 | incantation_BloodField | incantation_DistanceMute | incantation_维度决战演算 | incantation_众生之赤 | incantation_赫尔米娜涅西亚	话:293~294 / block_id 7272md-0088, 7272md-0090, 7272md-0093, 7272md-0094
T3-1087	血之理「永不痊愈」之伤	incantation_艾尔梅斯米娅琉克	话:294 / block_id 7272md-0097, 7272md-0098, 7272md-0099
T3-1095	魔人三人组夺魔石逃亡	incantation_light_mind	话:298 / 7272md-0124
T3-1096	再战诺瓦露与赌石决斗	incantation_gravity_field	话:299 / 7272md-0128
T3-1097	诺斯菲突破束缚登场	incantation_light_brionac	话:300 / 7272md-0135
T3-1098	诺斯菲代价咏唱后的告白	relife_northfield | incantation_light_mind	话:300 / 7272md-0139
T3-1099	缇亚魔力暴走化为太阳	incantation_fire_arrow	话:301 / 7272md-0143
T3-1100	涡波大战阻拦的莱纳	incantation_helberan_duetist	话:301 / 7272md-0148
T3-1103	地下街之战尘埃落定	incantation_remove | incantation_full_cure	话:303 / 7272md-0158
T3-1105	涡波冻结全国封印结界	次元之冬 | Distance Mute	话:第304话 友人 / block_id 7272md-0164、0165、0166
T3-1106	涡波施展过去视窥百年记忆	次元决战演算·前日谭	话:第304话 友人 / 第305话 圣女的始点 / block_id 7272md-0166、0167
T3-1108	作战会议与未来视进化	次元决战演算·先谭	话:第308话 章节之始 / block_id 7272md-0195、0196、0197、0198
T3-1109	群袭弗茨亚茨城夜袭开始	Sehr·Wind	话:第309话 狂信徒们 / 第310话 第一回合 / block_id 7272md-0198、0199、0202、0203、0204、0205、0206
T3-1110	艾尔米拉德道破元老院黑幕	元老院blood_economy	话:第309话 狂信徒们 / block_id 7272md-0199、0200、0201
T3-1111	涡波二十层连擒四骑士	Distance Mute	话:第310话 第一回合 / block_id 7272md-0207、0208、0209
T3-1112	法芙纳血瀑战与地下决战	Tauz Schuss·Wind | 深渊次元的真夜 | Sehr·Wind	话:第310话 第一回合 / 第311话 地之底 / block_id 7272md-0209、0210、0211、0213、0214
T3-1120	诺斯菲代价咏唱·生而为代替之光	relife_northfield	话:第312话 ■■六十，盈满■■ / block_id 7272md-0224
T3-1123	涡波发动技能·最深部之誓约者	skill_最深部之誓约者	话:第313话 第■十■■练『■■』 / block_id 7272md-0228
T3-1125	Distance Mute联结·诺斯菲归心	incantation_距离默唘(Distance Mute)	话:第314话 ■■■、■■■■■—— / block_id 7272md-0235
T3-1134	诺斯菲重拾意志·守护拉丝缇娅拉	relife_northfield | relife_northfield_final	话:318 / block_id 7272md-0250
T3-1138	弗茨亚茨城地下血火死战	Tauz Schuss·Wind	话:第320话 血之源泉 / block_id 7373md-0002
T3-1140	白色太阳对四魔石共鸣	Teana·Blaze(自魂焦热之骸炎) | Quartz Shield | Field(共鸣魔法)	话:第320-321话 / block_id 7373md-0005~0008
T3-1141	莉帕携玛利亚撤离莱纳断后	Dark | Blood·Warez	话:第321话 暗杀的失格 / block_id 7373md-0009~0010
T3-1144	诺斯菲决意不老不死魔法	光之理(不老不死魔法·第一次尝试)	话:第322话 千年之阶的前方 / block_id 7373md-0015~0016
T3-1147	诺斯菲咏唱安抚光之御旗宣言	光之理(腐朽之暗/腐朽之光·齐化非白之白) | 光之理(梦境之暗/梦境之光·皆作非黑之黑)	话:第323话 认识死亡 / block_id 7373md-0019~0020
T3-1148	唤醒魔人骑士法芙纳掳人	Light/Full Cure/Remove | Blood Arrow | Ice Battering Ram | Invisible·Field	话:第323话 认识死亡 / block_id 7373md-0020~0024
T3-1152	拉古涅魔石黑色魔力失控显现	incantation_星之理	话:324 镜之魔力 / block_id 7373md-0029
T3-1153	弗茨亚茨城沦陷血战各线交锋	incantation_光枪Brionac	话:325 逃脱 / block_id 7373md-0031
T3-1155	诺斯菲拒绝交出『不老不死』	incantation_我于此弃旗 | incantation_Light Arrow	话:325 逃脱 / block_id 7373md-0036
T3-1156	斯诺龙化奇袭+拉古涅星之理逆转	incantation_Impulse Break | incantation_Flame Arrow | incantation_星之理	话:325 逃脱 / block_id 7373md-0037
T3-1157	大圣都地下街为伤者疗治	incantation_我于此弃旗	话:326 再次 / block_id 7373md-0039
